Home ID,total_kwh_tahun,household_size,avg_temp,kwh_Air_Conditioning,kwh_Computer,kwh_Dishwasher,kwh_Fridge,kwh_Heater,kwh_Lights,kwh_Microwave,kwh_Oven,kwh_TV,kwh_Washing_Machine,prop_Air_Conditioning,prop_Computer,prop_Dishwasher,prop_Fridge,prop_Heater,prop_Lights,prop_Microwave,prop_Oven,prop_TV,prop_Washing_Machine,kwh_per_orang
89,270.44,5,15.491764705882352,34.31,15.99,24.73,5.03,96.28,14.2,20.63,17.84,18.68,22.75,0.12686732731844402,0.0591258689542967,0.09144357343588227,0.018599319627274073,0.3560124241976039,0.05250702558793078,0.07628309421683183,0.06596657299216092,0.0690726223931371,0.0841221712764384,54.088
90,239.84,1,16.410843373493975,45.96,17.12,27.59,5.36,58.519999999999996,13.74,23.21,12.89,21.86,13.59,0.19162775183455638,0.0713809206137425,0.11503502334889927,0.02234823215476985,0.24399599733155436,0.05728819212808539,0.09677284856571047,0.05374416277518346,0.0911440960640427,0.05666277518345564,239.84
91,323.25,2,14.794736842105262,60.24,22.3,19.9,6.78,92.75,23.810000000000002,25.83,22.69,20.64,28.31,0.18635730858468683,0.06898685228151587,0.06156225831399846,0.020974477958236662,0.2869296210363496,0.07365815931941223,0.07990719257540604,0.07019334880123745,0.06385150812064966,0.08757927300850736,161.625
92,317.56,3,14.396517412935323,82.28,15.79,25.74,6.84,80.78,22.24,18.86,23.18,23.22,18.63,0.259100642398287,0.049722887013477775,0.08105554855775288,0.021539236679682584,0.25437712558256714,0.07003400932107319,0.0593903514296511,0.07299407985892431,0.07312004030734351,0.05866607885124072,105.85333333333334
93,278.23,4,15.123958333333334,65.55,15.29,20.32,5.94,54.38,26.11,35.56,19.56,13.43,22.09,0.2355964489810588,0.05495453401861768,0.0730331021097653,0.021349243431693202,0.19544980771304316,0.09384322323257735,0.1278079286920893,0.07030154907810084,0.04826941738849153,0.07939474535456277,69.5575
94,319.58,5,15.143349753694581,93.76,22.86,26.91,5.51,66.34,22.48,19.900000000000002,24.19,23.16,14.47,0.2933850679016208,0.07153138494273732,0.0842042681018837,0.01724137931034482,0.20758495525377052,0.07034232430064458,0.062269228362225405,0.07569309719006194,0.07247011702860001,0.045278177608110634,63.916
95,346.17,2,15.847465437788019,87.58,13.49,24.86,4.67,86.98,28.68,23.61,25.12,20.55,30.63,0.2529970823583788,0.03896929254412572,0.07181442643787733,0.013490481555305196,0.2512638299101598,0.08284946702487217,0.06820348383742092,0.07256550249877228,0.059363896351503596,0.08848253748158419,173.085
96,280.6,2,14.302673796791444,58.34,23.72,16.96,4.0,57.42,26.69,22.87,29.29,27.25,14.06,0.20791161796151109,0.08453314326443337,0.06044191019244477,0.014255167498218107,0.2046329294369209,0.09511760513186032,0.08150392017106202,0.10438346400570207,0.09711332858161084,0.050106913756236646,140.3
97,308.81,4,15.397115384615384,65.28,33.61,22.47,8.01,85.32,12.2,20.71,20.33,18.62,22.26,0.21139211813088954,0.10883714905605388,0.0727631877206049,0.02593827920080308,0.276286389689453,0.03950649266539296,0.06706389041805641,0.06583336031864252,0.06029597487128008,0.07208315792882355,77.2025
98,291.4,3,15.171291866028708,37.32,14.65,30.22,7.17,74.66,31.39,20.61,28.95,21.54,24.89,0.1280713795470144,0.0502745367192862,0.10370624571036374,0.02460535346602608,0.25621139327385034,0.10772134522992449,0.07072752230610843,0.09934797529169526,0.07391901166781056,0.08541523678792037,97.13333333333333
99,300.92,1,15.262702702702702,70.83,16.25,15.620000000000001,4.1,87.35,31.88,20.48,22.9,20.45,11.06,0.23537817360095709,0.0540010634055563,0.05190748371660243,0.01362488369001728,0.29027648544463647,0.10594177854579291,0.06805795560281803,0.07609996012229164,0.06795826133191546,0.03675395453941248,300.92
100,312.26,2,14.285365853658536,63.83,20.3,29.8,4.85,72.53,23.23,14.48,25.63,31.15,26.46,0.20441298917568693,0.06500992762441556,0.09543329276884648,0.015531928521104207,0.23227438672900788,0.07439313392685583,0.0463716133990905,0.08207903670018574,0.09975661307884455,0.08473707807596234,156.13
101,277.44,5,14.727083333333333,65.83,18.13,16.85,7.03,72.88,27.84,17.31,9.78,20.3,21.49,0.23727652825836215,0.06534746251441753,0.060733852364475205,0.02533881199538639,0.2626874279123414,0.10034602076124567,0.062391868512110725,0.03525086505190311,0.07316897347174164,0.07745818915801614,55.488
102,321.63,1,14.923444976076555,82.74,23.12,25.97,4.88,68.62,28.61,27.35,25.24,17.22,17.88,0.2572521220035444,0.07188384168143519,0.08074495538351521,0.015172713988123,0.21335074464446727,0.08895314491807356,0.08503559991294345,0.07847526661070174,0.053539781736778286,0.05559182912041787,321.63
103,356.44,5,15.703004291845494,112.53,29.52,25.32,7.85,62.72,24.59,26.78,20.740000000000002,24.69,21.7,0.3157053080462349,0.08281898776792726,0.07103579845135224,0.022023341936931878,0.17596229379418693,0.06898776792728088,0.075131859499495,0.05818651105375378,0.069268320053866,0.060879811468970924,71.288
104,298.84,3,15.628124999999999,73.89,14.4,8.18,6.2700000000000005,90.29,25.29,11.88,22.64,20.71,25.29,0.24725605675277737,0.048186320439030914,0.027372507027171727,0.02098112702449471,0.3021349216972293,0.08462722527104805,0.03975371436220051,0.07575960380136527,0.06930129835363405,0.08462722527104805,99.61333333333333
105,317.73,1,14.84010152284264,83.9,27.04,20.5,5.62,89.66,13.22,18.29,16.8,20.54,22.16,0.2640606804519561,0.08510370440310955,0.06452019009851132,0.017687974066030905,0.28218928020646455,0.04160765429767412,0.05756459887325716,0.05287508261731659,0.06464608315236206,0.06974475183331759,317.73
106,287.7,2,15.373039215686275,56.25,26.01,31.38,6.16,49.39,27.14,25.34,16.18,12.99,36.86,0.1955161626694473,0.09040667361835245,0.10907194994786233,0.021411192214111918,0.17167188043100448,0.09433437608620089,0.08807785888077857,0.0562391379909628,0.0451511991657977,0.12811956899548138,143.85
107,261.67,4,15.069430051813471,78.45,21.59,24.85,6.61,49.46,20.25,19.84,19.87,8.46,12.29,0.299805098024229,0.08250850307639393,0.09496694309626628,0.025260824702870027,0.1890167004241984,0.07738754920319486,0.07582069018229066,0.07593533840333244,0.032330798333779186,0.04696755455344517,65.4175
108,291.94,1,16.489637305699482,82.09,15.74,14.41,5.89,75.57,28.78,24.009999999999998,13.26,18.02,14.17,0.2811879153250668,0.053915188052339524,0.0493594574227581,0.020175378502432006,0.2588545591559909,0.0985819003904912,0.08224292662875933,0.045420291840789204,0.061725011988764816,0.04853737069260807,291.94
109,274.9,2,16.8,77.76,14.78,24.669999999999998,3.72,59.93,15.74,19.34,13.18,20.75,25.03,0.28286649690796656,0.05376500545652965,0.0897417242633685,0.013532193524918154,0.2180065478355766,0.05725718443070208,0.07035285558384868,0.04794470716624227,0.07548199345216443,0.09105129137868317,137.45
110,330.57,4,13.613488372093023,57.43,20.76,17.35,5.43,102.56,28.77,27.69,16.29,21.28,33.01,0.17373022355325654,0.06280061711589074,0.052485101491363415,0.016426172973954083,0.31025198898871653,0.08703149106089483,0.08376440693347856,0.04927851892186225,0.06437365762168377,0.09985782133889949,82.6425
111,324.81,5,16.49423076923077,90.92,37.01,18.82,5.55,68.61,18.009999999999998,15.95,23.19,21.09,25.66,0.27991749022505463,0.11394353622117545,0.057941565838490194,0.017086912348757734,0.21123118130599428,0.05544780025245528,0.04910563098426772,0.07139558511129583,0.0649302669252794,0.07900003078722946,64.962
112,295.01,2,15.843455497382198,78.28,23.84,16.38,6.19,55.85,24.93,26.75,13.05,31.41,18.330000000000002,0.2653469373919528,0.08081081997220434,0.05552354157486187,0.020982339581709097,0.1893156164197824,0.08450560997932274,0.0906748923765296,0.04423578861733501,0.1064709670858615,0.06213348700044067,147.505
113,325.06,5,15.88980582524272,99.08,25.48,27.73,4.88,59.25,27.77,18.63,17.62,22.19,22.43,0.30480526671999014,0.07838552882544761,0.08530732787793023,0.01501261305605119,0.18227404171537562,0.0854303820833077,0.05731249615455608,0.054205377468775,0.06826432043315081,0.06900264566541561,65.012
114,321.71999999999997,2,14.782432432432431,63.47,33.1,26.54,6.78,76.57000000000001,24.82,21.38,24.33,22.55,22.18,0.19728335198309085,0.10288449583488747,0.0824940942434415,0.021074226035061542,0.23800198930747235,0.07714783041153797,0.06645530274773094,0.07562476687803057,0.07009200547059555,0.06894193708815118,160.85999999999999
115,342.69,1,14.769953051643192,84.56,24.08,30.3,5.16,88.5,19.06,22.47,25.91,15.72,26.93,0.2467536257258747,0.07026758878286497,0.08841810382561499,0.015057340453471067,0.25825089731243983,0.05561878082231754,0.06556946511424319,0.0756076920832239,0.04587236277685372,0.0785841431030961,342.69
116,283.45,2,15.39095744680851,62.31,29.79,21.13,5.16,59.28,19.74,20.18,21.88,16.68,27.3,0.21982713000529194,0.10509790086434997,0.07454577526900688,0.018204268830481568,0.20913741400599753,0.06964191215381901,0.0711942141471159,0.07719174457576292,0.05884635738225437,0.09631328276591992,141.725
117,288.86,1,15.120707070707072,78.18,16.19,14.93,7.79,57.489999999999995,26.91,26.38,19.59,20.22,21.18,0.27065014193727066,0.05604791248355605,0.051685937824551685,0.02696808142352697,0.199023748528699,0.09315931593159316,0.09132451706709131,0.06781832029356781,0.06999930762307,0.07332271688707331,288.86
118,297.23,4,14.470149253731343,57.33,12.22,18.06,4.53,80.06,24.64,33.480000000000004,23.54,22.21,21.16,0.1928809339568684,0.04111294283887898,0.06076102681425158,0.015240722672677724,0.2693536991555361,0.08289876526595566,0.11264004306429365,0.07919792753086834,0.0747232782693537,0.0711906604313158,74.3075
119,289.74,3,14.671134020618556,93.19,13.12,15.35,6.86,66.13,27.61,15.46,16.61,10.65,24.76,0.3216331883757852,0.0452819769448471,0.05297853247739352,0.023676399530613654,0.22823911092703802,0.095292331055429,0.0533581831987299,0.05732725892179195,0.0367570925657486,0.08545592600262304,96.58
120,278.05,2,15.500558659217877,83.22,24.7,18.3,4.96,60.69,22.5,19.47,13.76,17.73,12.72,0.29929868728645925,0.08883294371515914,0.06581550080920698,0.01783851825211293,0.21827009530659952,0.08092069771623808,0.07002337709045135,0.049487502247797154,0.06376550980039561,0.04574716777557993,139.025
121,319.83,3,15.234517766497461,106.39,19.13,20.73,7.67,75.86,17.4,24.13,24.64,11.61,12.27,0.3326454679048245,0.05981302566988714,0.06481568333177001,0.023981490166651038,0.23718850639402186,0.054403902072976275,0.07544633086327113,0.0770409279929963,0.03630053465903762,0.038364130944564305,106.61
122,322.66,5,15.023766816143498,62.93,22.36,36.410000000000004,6.22,72.3,23.29,20.75,15.719999999999999,32.42,30.26,0.19503502138473933,0.0692989524576954,0.11284324056282155,0.01927725779458253,0.22407487758011527,0.07218124341412012,0.06430917994173432,0.048720014876340416,0.10047728258848324,0.09378292939936775,64.53200000000001
123,294.87,5,13.582178217821781,82.97,19.68,25.46,6.66,52.99,17.38,30.69,25.4,18.04,15.6,0.2813782344762098,0.06674127581646147,0.08634313426255637,0.022586224437887877,0.1797063112558076,0.05894122833791161,0.10407976396378063,0.08613965476311593,0.061179502831756355,0.05290466985451214,58.974000000000004
124,279.86,4,13.440201005025125,58.3,25.44,25.990000000000002,6.93,55.04,12.629999999999999,28.24,25.44,18.94,22.91,0.20831844493675408,0.09090259415421997,0.09286786250267991,0.024762381190595296,0.19666976345315515,0.04512970771099835,0.10090759665547058,0.09090259415421997,0.06767669549060244,0.08186235975130422,69.965
125,281.78,5,11.441624365482234,54.92,20.91,25.52,6.13,64.79,17.46,18.53,29.580000000000002,23.62,20.32,0.19490382567960823,0.07420682802186103,0.0905671090921996,0.02175456029526581,0.229931151962524,0.061963233728440634,0.06576052239335653,0.10497551281141318,0.08382426006104055,0.07211299595429059,56.355999999999995
126,300.77,2,13.6,52.12,22.18,25.63,5.09,72.92999999999999,28.52,23.68,28.13,20.66,21.83,0.1732885593642983,0.07374405692057054,0.08521461581939688,0.016923230375369885,0.24247764072214648,0.09482328689696447,0.07873125644179939,0.09352661502144496,0.0686903614057253,0.0725803770322838,150.385
127,308.14,1,15.09855072463768,85.78,24.97,21.41,6.38,64.86,25.55,18.09,18.72,25.07,17.31,0.27837995716232883,0.08103459466476277,0.06948140455637049,0.020704874407736745,0.21048873888492245,0.08291685597455703,0.05870708119685857,0.060751606412669565,0.08135912247679626,0.056175764262997335,308.14
128,300.26,4,15.198104265402845,59.1,26.509999999999998,27.68,8.959999999999999,65.84,17.08,24.27,18.5,19.83,32.49,0.19682941450742691,0.0882901485379338,0.09218677146473057,0.029840804635982147,0.21927662692333313,0.05688403383734097,0.08082994737893825,0.061613268500632784,0.06604276293878639,0.1082062212748951,75.065
129,301.52,5,13.44264705882353,68.08,27.8,19.58,6.51,72.54,18.34,23.88,31.48,15.370000000000001,17.94,0.2257893340408596,0.09219952241973997,0.06493764924383125,0.021590607588219683,0.24058105598301935,0.06082515256036083,0.07919872645263995,0.10440435128681347,0.0509750596975325,0.05949854072698328,60.303999999999995
130,300.01,3,14.804232804232804,78.51,19.49,17.89,6.07,80.75999999999999,25.04,21.94,14.16,15.33,20.82,0.26169127695743477,0.06496450118329389,0.05963134562181261,0.020232658911369623,0.2691910269657678,0.08346388453718209,0.07313089563681212,0.047198426719109364,0.05109829672344255,0.06939768674377521,100.00333333333333
131,317.64,4,14.6725,91.49000000000001,24.06,18.44,5.34,60.36,20.39,20.28,21.31,35.94,20.03,0.2880304747512908,0.07574612769172648,0.05805314192167234,0.01681148469965999,0.19002644503211183,0.06419216723334593,0.06384586324140537,0.06708852789321244,0.11314695882130714,0.06305880871426774,79.41
132,306.29,1,15.570283018867926,85.07,25.69,18.919999999999998,4.71,63.41,19.39,22.11,24.81,21.41,20.77,0.2777433151588364,0.08387475921512293,0.061771523719350935,0.015377583336054065,0.20702602109112278,0.06330601717326716,0.07218648992784615,0.08100166508864147,0.06990107414541774,0.06781155114434033,306.29
133,364.14,3,14.824897959183673,69.93,23.01,21.81,7.61,104.28,16.18,27.42,21.6,32.839999999999996,39.46,0.1920415224913495,0.06318998187510298,0.0598945460537156,0.020898555500631626,0.2863733728785632,0.044433459658373156,0.0753007085187016,0.05931784478497282,0.09018509364530125,0.1083649145932883,121.38
134,290.24,1,16.2031914893617,53.510000000000005,22.92,12.72,7.29,87.1,19.1,15.459999999999999,25.3,30.2,16.64,0.18436466372657115,0.07896912899669241,0.04382579933847851,0.02511714443219405,0.3000964718853363,0.06580760749724368,0.05326626240352812,0.08716923925027566,0.1040518191841235,0.05733186328555679,290.24
135,247.9,4,13.868333333333334,53.5,24.49,19.95,6.43,49.99,22.25,9.3,16.33,31.830000000000002,13.83,0.21581282775312624,0.09878983461073011,0.08047599838644613,0.02593787817668414,0.2016538926986688,0.08975393303751511,0.03751512706736587,0.06587333602258974,0.12839854780153287,0.055788624445340856,61.975
136,316.45,1,13.41542288557214,97.15,16.02,35.57,5.75,54.9,16.11,23.32,27.85,16.52,23.26,0.3069995259914679,0.05062411123400221,0.11240322325801864,0.018170327065887188,0.17348712276820982,0.05090851635329436,0.07369252646547639,0.08800758413651447,0.05220413967451414,0.07350292305261495,316.45
137,306.58,3,13.4,84.82,22.87,19.53,5.38,58.68,18.57,23.74,26.02,26.66,20.31,0.2766651444973579,0.07459716876508578,0.06370278556983495,0.017548437601930977,0.19140191793332895,0.06057146584904429,0.0774349272620523,0.08487181159893012,0.08695935807945723,0.06624698284297735,102.19333333333333
138,277.44,2,15.892934782608696,64.93,29.38,21.56,4.55,59.589999999999996,16.2,28.02,6.04,29.71,17.46,0.23403258362168405,0.10589677047289506,0.07771049596309113,0.01639994232987313,0.21478517877739334,0.05839100346020762,0.10099480968858134,0.021770472895040374,0.10708621683967708,0.06293252595155711,138.72
139,293.61,2,15.845544554455447,64.02,20.87,20.46,5.75,68.91,15.870000000000001,14.129999999999999,35.13,26.21,22.26,0.21804434453867372,0.07108068526276352,0.06968427505875141,0.01958380164163346,0.2346990906304281,0.054051292530908346,0.048125063860222736,0.11964851333401451,0.08926807670038486,0.07581485644221928,146.805
140,270.14,3,13.597297297297297,73.66,24.21,24.22,5.94,54.43,14.879999999999999,13.18,26.89,13.63,19.1,0.27267342859258165,0.08962019693492264,0.08965721477752277,0.02198859850447916,0.20148811727252536,0.0550825497889983,0.04878951654697564,0.09954097875175835,0.05045531946398164,0.07070407936625454,90.04666666666667
141,258.68,1,14.314705882352941,79.86,9.34,24.25,5.42,59.82,12.02,17.33,21.31,13.08,16.25,0.30872119993814745,0.03610638626874903,0.09374516777485695,0.02095252822019483,0.23125096644502854,0.04646667697541362,0.06699396938302148,0.0823797742384413,0.05056440389670634,0.06281892685944022,258.68
142,292.46,5,14.215463917525774,60.18,25.81,18.53,5.07,67.75,27.61,26.51,17.45,23.01,20.54,0.20577172946727754,0.08825138480475961,0.06335909184161936,0.01733570402790125,0.23165561102372972,0.09440607262531626,0.09064487451275388,0.059666279149285364,0.0786774259727826,0.07023182657457429,58.492
143,375.3,3,14.984513274336283,125.88,22.07,16.51,6.21,70.96,21.1,40.69,23.45,22.51,25.92,0.3354116706634692,0.058806288302691176,0.04399147348787637,0.016546762589928057,0.18907540634159337,0.0562216893152145,0.10841993072208898,0.06248334665600852,0.059978683719690916,0.06906474820143885,125.10000000000001
144,322.23,4,14.721393034825871,92.09,29.0,21.47,6.15,61.620000000000005,17.36,14.82,34.87,31.6,13.25,0.2857896533531949,0.0899978276386432,0.06662942618626447,0.019085746206126058,0.19122986686528257,0.053874561648511926,0.045991993296713524,0.10821462930205132,0.09806659839245259,0.04111969711075939,80.5575
145,326.22,2,13.761881188118812,67.37,20.77,28.7,4.97,92.03,16.85,19.62,25.15,31.830000000000002,18.93,0.20651707436699163,0.06366868984121146,0.08797743853840967,0.015235117405431918,0.28211023235853105,0.05165225921157502,0.060143461467721177,0.07709521182024401,0.09757219054625714,0.058028324443627,163.11
146,301.99,5,13.648704663212435,66.42999999999999,30.53,22.71,4.88,85.07,20.08,16.93,21.26,13.31,20.79,0.21997417133017647,0.10109606278353588,0.07520116560150998,0.016159475479320506,0.28169806947249904,0.06649226795589257,0.056061458988708235,0.0703996821086791,0.044074307096261464,0.06884333918341666,60.398
147,311.2,2,15.99,50.42,15.15,28.990000000000002,5.89,99.1,19.75,27.5,21.27,20.89,22.24,0.16201799485861182,0.04868251928020565,0.09315552699228791,0.018926735218508992,0.31844473007712076,0.06346401028277635,0.0883676092544987,0.06834832904884318,0.06712724935732647,0.07146529562982004,155.6
148,286.1,2,15.214356435643566,61.28,14.17,31.87,7.61,53.03,29.419999999999998,29.94,18.97,27.3,12.51,0.2141908423628102,0.049528137015029707,0.11139461726668996,0.02659909122684376,0.18535477105907025,0.10283117790982173,0.10464872422229989,0.06630548759175113,0.09542118140510311,0.043725969940580214,143.05
149,332.96,2,15.072727272727272,74.42,19.6,22.01,4.66,96.72,17.36,17.56,24.59,25.67,30.37,0.2235103315713599,0.05886592984142239,0.06610403652090341,0.013995675156174914,0.290485343584815,0.052138395002402686,0.05273906775588658,0.07385271504084574,0.07709634790965882,0.09121215761653051,166.48
150,341.89,5,14.63425925925926,74.63,38.48,17.52,7.59,99.11,22.84,21.05,21.09,24.22,15.36,0.21828658340401882,0.11255082043932259,0.051244552341396354,0.022200122846529585,0.2898885606481617,0.06680511275556465,0.06156951066132382,0.06168650735616719,0.07084149872766095,0.04492673081985434,68.378
151,358.71,4,14.286697247706423,74.3,25.0,30.89,4.08,92.04,24.06,32.74,23.92,26.73,24.95,0.20713110869504614,0.06969418192969251,0.08611413119232807,0.011374090490925819,0.25658610019235595,0.06707368068913606,0.09127150065512532,0.06668339327032981,0.07451701931922723,0.06955479356583312,89.6775
152,351.59,5,13.561214953271028,75.61,23.02,21.75,6.36,96.9,21.4,29.62,28.46,30.77,17.7,0.21505162262862995,0.06547398959014762,0.06186182769703348,0.018089251685201514,0.2756051082226457,0.06086635000995478,0.08424585454648882,0.0809465570693137,0.08751670980403312,0.05034272874655138,70.318
153,316.46,3,13.494949494949495,64.39,23.92,13.59,4.49,112.23,23.39,22.33,12.94,24.07,15.11,0.20346963281299377,0.07558617202806042,0.04294381596410289,0.014188207040384253,0.35464197686911464,0.07391139480503066,0.07056184035897112,0.04088984389812299,0.0760601655817481,0.047746950641471275,105.48666666666666
154,293.31,1,14.309004739336492,57.49,24.08,24.68,6.0,78.37,30.26,9.47,21.15,24.05,17.759999999999998,0.19600422760901437,0.08209743956905663,0.08414305683406635,0.020456172650097165,0.2671917084313525,0.10316729739865671,0.03228665916607003,0.07210800859159251,0.08199515870580615,0.060550271044287604,293.31
155,324.66,5,15.04471153846154,106.35,20.45,18.39,3.91,55.67,26.86,26.26,30.84,17.02,18.91,0.3275734614673812,0.06298897307952935,0.056643873590833484,0.012043368446990697,0.17147169346393148,0.08273270498367521,0.08088461775395799,0.09499168360746627,0.052424074416312444,0.05824554918992176,64.932
156,306.27,4,14.492039800995025,89.54,26.29,28.18,5.92,54.86,12.61,27.74,20.43,17.39,23.31,0.29235641754007907,0.08583929212786104,0.09201031769353839,0.019329349920005224,0.17912299604923762,0.041172821366767885,0.09057367682110556,0.06670584778136938,0.05677996539001535,0.07610931531002058,76.5675
157,273.11,1,13.882065217391306,54.94,30.98,19.07,4.5600000000000005,59.57,23.85,25.73,20.39,10.65,23.37,0.20116436600637105,0.11343414741313024,0.06982534509904434,0.01669656914796236,0.21811724213686792,0.08732745047782944,0.094211123723042,0.07465856248398081,0.03899527662846472,0.08556991688330709,273.11
158,276.98,3,15.632620320855615,36.97,18.63,22.13,6.13,88.95,20.11,18.11,19.02,20.46,26.47,0.13347534117986856,0.0672611740919922,0.07989746552097624,0.02213156184562062,0.3211423207451801,0.07260452018196259,0.06538378222254314,0.06866921799407899,0.073868149324861,0.09556646689291645,92.32666666666667
159,281.59,3,14.690395480225988,71.62,21.63,25.03,4.65,62.02,18.89,18.97,13.62,24.509999999999998,20.65,0.2543414183742321,0.07681380730849817,0.08888809971945028,0.016513370503213894,0.22024929862566145,0.06708334813026032,0.06736744912816506,0.04836819489328457,0.08704144323306935,0.07333357008416493,93.86333333333333
160,292.81,3,15.1575,79.25,18.12,21.67,5.86,64.56,21.21,23.43,19.14,17.05,22.52,0.2706533246815341,0.0618831324066801,0.07400703527884978,0.020012977698849084,0.22048427307810525,0.07243605068132919,0.0800177589563198,0.0653666199924866,0.05822888562549094,0.07690994160035518,97.60333333333334
161,348.5,2,14.307441860465115,94.57,24.28,20.14,6.6,88.9,22.3,20.419999999999998,17.67,35.97,17.65,0.2713629842180775,0.0696700143472023,0.05779053084648494,0.018938307030129123,0.2550932568149211,0.06398852223816356,0.05859397417503586,0.05070301291248207,0.10321377331420373,0.050645624103299855,174.25
162,296.87,1,13.993532338308457,67.84,14.870000000000001,28.82,6.43,66.26,26.03,23.16,28.13,18.21,17.12,0.22851753292687035,0.05008926466129956,0.09707952976050123,0.021659312156836325,0.22319533802674574,0.0876814767406609,0.07801394549802944,0.0947552800889278,0.06133998046282885,0.05766833967729983,296.87
163,347.73,2,16.05135135135135,92.49,19.9,29.48,6.88,83.61,21.98,18.0,21.03,30.44,23.92,0.2659822275903718,0.05722830932044977,0.08477842003853564,0.019785465734909267,0.24044517297903545,0.06320996175193397,0.05176429988784401,0.060477957035631094,0.08753918269922066,0.06878900296206827,173.865
164,318.62,5,16.230622009569377,89.98,24.34,21.59,6.1,49.25,23.14,18.1,36.45,25.25,24.42,0.2824053731718034,0.0763919402422949,0.06776096917958696,0.01914506308455213,0.15457284539576926,0.07262569832402235,0.05680748226727764,0.11439959826752873,0.07924800703031824,0.0766430230368464,63.724000000000004
165,239.02,3,15.076744186046511,47.14,19.7,17.58,5.35,43.06,23.64,23.94,15.1,18.84,24.67,0.1972219897916492,0.08241988118149107,0.07355033051627477,0.02238306417872981,0.18015228851142162,0.09890385741778929,0.10015898251192368,0.06317462973809722,0.07882185591163918,0.103213120240984,79.67333333333333
166,304.1,5,15.255023923444977,78.45,20.19,30.96,7.18,44.75,25.9,27.57,23.07,26.33,19.7,0.2579743505425847,0.06639263400197305,0.10180861558697799,0.023610654390003292,0.1471555409404801,0.08516935218678066,0.09066096678724105,0.07586320289378495,0.08658336073659981,0.06478132193357448,60.82000000000001
167,300.96999999999997,5,14.806598984771574,58.75,22.7,21.74,7.04,75.17,19.81,26.13,26.1,17.6,25.93,0.19520217961923114,0.07542279961457951,0.072233112934844,0.023391035651393825,0.24975911220387412,0.06582051367245904,0.08681928431405123,0.0867196066053095,0.05847758912848457,0.086154766255773,60.193999999999996
168,287.21,4,15.119387755102041,70.29,22.41,25.01,9.99,65.39,20.36,15.24,17.84,17.84,22.84,0.24473381846036005,0.07802653110964103,0.08707914069844366,0.03478291145851468,0.22767313115838586,0.07088889662616205,0.053062219282058426,0.06211482887086105,0.06211482887086105,0.07952369346471223,71.8025
169,307.51,5,15.306091370558377,59.32,23.0,28.35,6.93,89.64,20.13,22.69,27.51,17.02,12.92,0.1929042957952587,0.07479431563201197,0.09219212383337128,0.022535852492601868,0.29150271535885014,0.06546128581184352,0.07378621833436312,0.08946050534941954,0.055347793567688854,0.042014893824591074,61.501999999999995
170,340.96,5,15.374509803921569,82.92,29.36,28.24,5.76,86.6,10.66,26.85,25.41,23.27,21.89,0.24319568277803855,0.08610980760206477,0.08282496480525577,0.016893477240732053,0.25398873768183955,0.031264664476771474,0.07874824026278744,0.07452487095260443,0.06824847489441578,0.06420107930549039,68.192
171,272.3,1,13.957954545454545,69.86,28.8,12.37,6.61,71.03,17.05,13.86,24.69,10.790000000000001,17.240000000000002,0.2565552699228792,0.10576569959603381,0.04542783694454646,0.024274697025339704,0.2608520014689681,0.06261476312890196,0.05089974293059127,0.09067205288284982,0.03962541314726406,0.0633125229526258,272.3
172,281.72,2,14.45076923076923,69.33,25.96,26.419999999999998,6.59,63.14,19.95,12.83,12.879999999999999,24.76,19.86,0.24609541388612804,0.09214823228737754,0.09378105920772396,0.023392020445832738,0.22412324293624875,0.07081499361067727,0.04554167258270623,0.045719153769700406,0.08788868379951725,0.07049552747408774,140.86
173,285.13,3,14.886633663366336,47.86,24.75,23.11,8.34,82.38,17.07,22.38,17.03,20.07,22.14,0.1678532599165293,0.08680251113527163,0.08105074878125768,0.02924981587346123,0.288920843124189,0.059867428892084316,0.07849051309928805,0.05972714200540105,0.07038894539332936,0.07764879177918844,95.04333333333334
174,317.04,5,14.573711340206186,71.1,20.13,18.58,4.87,91.43,15.370000000000001,17.48,22.93,34.12,21.03,0.22426192278576837,0.06349356548069644,0.05860459248044411,0.015360837749179916,0.28838632349230386,0.04847968710572799,0.055134998738329555,0.0723252586424426,0.10762048952813526,0.066332323996972,63.408
175,270.51,4,13.672625698324023,69.14,13.22,16.91,4.24,69.67,21.63,23.57,20.53,15.02,16.580000000000002,0.25559129052530405,0.048870651731913795,0.06251155225315146,0.015674097075893685,0.25755055265979077,0.07996007541310857,0.08713171416953162,0.07589368230379653,0.055524749547151676,0.06129163432035785,67.6275
176,337.31,2,14.858454106280192,77.21,22.14,23.69,5.24,105.61,15.040000000000001,23.48,19.61,30.3,14.99,0.2288992321603273,0.06563695117251193,0.07023213068097596,0.015534671370549346,0.313094779283152,0.04458806439180576,0.0696095579733776,0.058136432361922265,0.08982834781061931,0.04443983279475853,168.655
177,311.34,5,13.713930348258707,80.81,28.82,33.12,4.75,70.87,19.21,27.75,18.67,16.24,11.1,0.2595554699042847,0.09256761097192778,0.10637887839660819,0.015256632620286502,0.22762895869467462,0.061701034239095516,0.0891308537290422,0.05996659600436821,0.05216162394809532,0.035652341491616876,62.267999999999994
178,327.91,2,15.596713615023473,104.47,20.96,27.05,7.17,64.43,22.55,20.39,13.97,16.81,30.11,0.3185935165136775,0.06391997804275563,0.08249214723552194,0.021865755847641118,0.19648684090146687,0.06876886950687688,0.06218169619712726,0.042603153304260316,0.05126406635967185,0.09182397609100057,163.955
